name,value
FBtr0344048.1,CR44983
FBtr0345955.1,CR45451
FBtr0345957.1,CR45449
FBtr0345956.1,CR45450
FBtr0334834.1,CR44078
FBtr0077502.1,CG3964
FBtr0077501.1,CG3964
FBtr0334832.1,CG3964
FBtr0077504.1,Cep97
FBtr0301082.1,Cep97
FBtr0334833.1,CG31957
FBtr0077514.1,CG31957
FBtr0290079.1,capu
FBtr0290081.1,capu
FBtr0290077.1,capu
FBtr0290078.1,capu
FBtr0290080.1,capu
FBtr0077511.1,capu
FBtr0077513.1,capu
FBtr0290082.1,capu
FBtr0077512.1,capu
FBtr0308125.1,fred
FBtr0308126.1,fred
FBtr0308127.1,fred
FBtr0077509.1,CG31773
FBtr0332007.1,CG43797
FBtr0345740.1,CR45344
FBtr0112367.1,CG34176
FBtr0077505.1,CG15422
FBtr0077506.1,CG15423
FBtr0331498.1,CG43773
FBtr0331499.1,CG43774
FBtr0334265.1,ed
FBtr0334266.1,ed
FBtr0077465.1,ed
FBtr0344049.1,CR44984
FBtr0114308.1,snoRNA:Me28S-C437
FBtr0077466.1,Sr-CIII
FBtr0346582.1,Sr-CI
FBtr0077467.1,Sr-CI
FBtr0077468.1,CG2955
FBtr0289965.1,Or24a
FBtr0346782.1,CR45791
FBtr0334786.1,CR44057
FBtr0077484.1,CG31961
FBtr0077485.1,CG31961
FBtr0077469.1,lectin-24Db
FBtr0334791.1,CG3714
FBtr0077483.1,CG3714
FBtr0077480.1,CG3714
FBtr0077481.1,CG3714
FBtr0077479.1,CG3714
FBtr0113020.1,CG3714
FBtr0077482.1,CG3714
FBtr0334792.1,CG3714
FBtr0077478.1,ft
FBtr0077477.1,CG3702
FBtr0334790.1,CG3702
FBtr0334787.1,RpL40
FBtr0077470.1,RpL40
FBtr0342651.1,CR44608
FBtr0346503.1,CR45720
FBtr0342950.1,CR44058
FBtr0334788.1,CR44058
FBtr0334789.1,CR44059
FBtr0345562.1,CR45294
FBtr0345561.1,CR45295
FBtr0345560.1,CR45296
FBtr0077471.1,CG15425
FBtr0334839.1,CR44080
FBtr0077476.1,Art2
FBtr0345748.1,Art2
FBtr0301863.1,tutl
FBtr0333484.1,tutl
FBtr0089270.1,tutl
FBtr0333485.1,tutl
FBtr0347159.1,tutl
FBtr0089268.1,tutl
FBtr0089269.1,tutl
FBtr0347158.1,tutl
FBtr0089271.1,tutl
FBtr0301864.1,tutl
FBtr0077425.1,CG16857
FBtr0112899.1,Atet
FBtr0077427.1,Atet
FBtr0077426.1,Atet
FBtr0112898.1,Atet
FBtr0304205.1,mir-1005
FBtr0304206.1,mir-1005
FBtr0342832.1,CR44697
FBtr0342833.1,CR44698
FBtr0342834.1,CR44699
FBtr0342835.1,CR44700
FBtr0077428.1,CG15429
FBtr0334400.1,CG15429
FBtr0334401.1,Traf4
FBtr0077429.1,Traf4
FBtr0345770.1,CR45363
FBtr0077464.1,CG17612
FBtr0077463.1,CG17612
FBtr0077462.1,CG3338
FBtr0331450.1,Psf2
FBtr0331449.1,Psf2
FBtr0077431.1,Tps1
FBtr0077460.1,CG3652
FBtr0077432.1,l(2)k05819
FBtr0331447.1,l(2)k05819
FBtr0305968.1,l(2)k05819
FBtr0077434.1,CG33003
FBtr0290071.1,CG33003
FBtr0077435.1,Dim1
FBtr0331436.1,CG15431
FBtr0077459.1,CG15431
FBtr0304637.1,CG43055
FBtr0077458.1,tRNA:CR31963
FBtr0112368.1,CG34177
FBtr0112370.1,CG34178
FBtr0112369.1,CG34178
FBtr0112371.1,CG34178
FBtr0304638.1,CG43056
FBtr0300304.1,Sfp24F
FBtr0304639.1,Sfp24F
FBtr0331435.1,CG15432
FBtr0331434.1,CG15432
FBtr0077438.1,CG15432
FBtr0077457.1,morgue
FBtr0077439.1,Elp3
FBtr0077456.1,MFS18
FBtr0077455.1,CG15439
FBtr0077454.1,CG15440
FBtr0077440.1,CG15434
FBtr0110812.1,Gs1l
FBtr0077453.1,Gs1l
FBtr0335136.1,RpL27A
FBtr0345285.1,RpL27A
FBtr0077452.1,RpL27A
FBtr0091653.1,snoRNA:Me18S-C1831
FBtr0335135.1,mRpL27
FBtr0345633.1,mRpL27
FBtr0077451.1,mRpL27
FBtr0345632.1,CG15435
FBtr0077441.1,CG15435
FBtr0335134.1,CG15443
FBtr0077450.1,CG15443
FBtr0077442.1,CG15436
FBtr0077443.1,CG17840
FBtr0077447.1,ine
FBtr0077448.1,ine
FBtr0077446.1,ine
FBtr0301407.1,ine
FBtr0301408.1,ine
FBtr0332352.1,dp
FBtr0332345.1,dp
FBtr0332349.1,dp
FBtr0332354.1,dp
FBtr0332348.1,dp
FBtr0305142.1,dp
FBtr0332351.1,dp
FBtr0332350.1,dp
FBtr0305145.1,dp
FBtr0332346.1,dp
FBtr0332344.1,dp
FBtr0332343.1,dp
FBtr0332355.1,dp
FBtr0332353.1,dp
FBtr0332347.1,dp
FBtr0305141.1,dp
FBtr0077444.1,HP6
FBtr0329834.1,CR43716
FBtr0342652.1,CR44609
FBtr0345958.1,CR45452
FBtr0346457.1,BG642163
FBtr0110769.1,BG642163
FBtr0300354.1,CG15635
FBtr0332006.1,CG43798
FBtr0100560.1,CG3355
FBtr0077376.1,CG3355
FBtr0343222.1,CG11929
FBtr0077377.1,CG11929
FBtr0077423.1,Bsg25A
FBtr0077378.1,Elba3
FBtr0077422.1,CG3251
FBtr0112561.1,CG34351
FBtr0329978.1,CG34351
FBtr0077420.1,Taf12L
FBtr0077419.1,CG15631
FBtr0343223.1,CG15631
FBtr0077418.1,CG15630
FBtr0332499.1,CG42523
FBtr0300851.1,CG42523
FBtr0077382.1,CG3294
FBtr0077381.1,CG3294
FBtr0332595.1,Clect27
FBtr0077417.1,Clect27
FBtr0345563.1,CR45297
FBtr0077383.1,CG15629
FBtr0077416.1,CG3225
FBtr0309738.1,mir-4910
FBtr0309739.1,mir-4910
FBtr0077384.1,CG15628
FBtr0336962.1,CG15628
FBtr0336961.1,Fnta
FBtr0077415.1,Fnta
FBtr0309734.1,mir-4912
FBtr0309735.1,mir-4912
FBtr0332480.1,Ir25a
FBtr0336960.1,Ir25a
FBtr0336959.1,Ir25a
FBtr0289979.1,Ir25a
FBtr0077413.1,tank
FBtr0077412.1,tank
FBtr0300756.1,CG12194
FBtr0077385.1,CG12194
FBtr0332476.1,CG12194
FBtr0332479.1,mxt
FBtr0077410.1,mxt
FBtr0332478.1,mxt
FBtr0332477.1,mxt
FBtr0077409.1,mxt
FBtr0077411.1,mxt
FBtr0300941.1,mxt
FBtr0077386.1,CG11927
FBtr0077408.1,mRpS2
FBtr0077387.1,Mon1
FBtr0336831.1,pog
FBtr0304909.1,pog
FBtr0077388.1,pog
FBtr0100301.1,pog
FBtr0304910.1,pog
FBtr0304887.1,Cf2
FBtr0336835.1,Cf2
FBtr0089647.1,Cf2
FBtr0089649.1,Cf2
FBtr0089648.1,Cf2
FBtr0077389.1,CG3008
FBtr0077390.1,CG15625
FBtr0346496.1,CR45716
FBtr0336832.1,CG3036
FBtr0077391.1,CG3036
FBtr0077402.1,CG2837
FBtr0113021.1,CG2837
FBtr0077403.1,CG2837
FBtr0077401.1,CG2837
FBtr0077396.1,hoe1
FBtr0345631.1,hoe1
FBtr0336834.1,hoe1
FBtr0077398.1,hoe1
FBtr0336833.1,hoe1
FBtr0077399.1,hoe1
FBtr0077397.1,hoe1
FBtr0077395.1,hoe1
FBtr0077400.1,hoe1
FBtr0077394.1,hoe2
FBtr0077393.1,Sgs1
FBtr0078990.1,CG14044
FBtr0079058.1,mRpL24
FBtr0330714.1,betaggt-I
FBtr0078991.1,betaggt-I
FBtr0110896.1,jet
FBtr0079057.1,jet
FBtr0079056.1,Jon25Biii
FBtr0345335.1,Jon25Bii
FBtr0079055.1,Jon25Bii
FBtr0100432.1,Jon25Bi
FBtr0078992.1,Marcal1
FBtr0110838.1,CG34124
FBtr0332226.1,CR43824
FBtr0110839.1,CG34125
FBtr0079053.1,Trip1
FBtr0079052.1,Scox
FBtr0078994.1,CG3756
FBtr0331229.1,l(2)05714
FBtr0079051.1,l(2)05714
FBtr0079050.1,l(2)05714
FBtr0078995.1,CG14043
FBtr0331227.1,mRpL28
FBtr0078996.1,mRpL28
FBtr0079049.1,Gmd
FBtr0078997.1,CG3792
FBtr0079048.1,CG8891
FBtr0079045.1,CG8892
FBtr0331228.1,CG8892
FBtr0306011.1,CG8892
FBtr0079046.1,CG8892
FBtr0329975.1,CG34126
FBtr0329977.1,CG34126
FBtr0290010.1,CG34126
FBtr0329974.1,CG34126
FBtr0329976.1,CG34126
FBtr0079044.1,Rtnl1
FBtr0301540.1,Rtnl1
FBtr0079038.1,Rtnl1
FBtr0332413.1,Rtnl1
FBtr0079043.1,Rtnl1
FBtr0301539.1,Rtnl1
FBtr0079040.1,Rtnl1
FBtr0079039.1,Rtnl1
FBtr0079042.1,Rtnl1
FBtr0079041.1,Rtnl1
FBtr0301538.1,Rtnl1
FBtr0301130.1,Tfb5
FBtr0079037.1,CG31917
FBtr0332412.1,CG3887
FBtr0079000.1,CG3887
FBtr0332411.1,CG3887
FBtr0333540.1,vkg
FBtr0333541.1,vkg
FBtr0079036.1,vkg
FBtr0079002.1,Cg25C
FBtr0079003.1,Cg25C
FBtr0079001.1,Cg25C
FBtr0079005.1,SP555
FBtr0079004.1,SP555
FBtr0333534.1,SP555
FBtr0333535.1,SP555
FBtr0110984.1,CG14042
FBtr0346510.1,CG14042
FBtr0110983.1,CG14042
FBtr0301906.1,CG31650
FBtr0079035.1,CG31650
FBtr0079033.1,CG31650
FBtr0301905.1,CG31650
FBtr0079034.1,CG31650
FBtr0301907.1,CG31650
FBtr0333539.1,CG31650
FBtr0334121.1,CG44000
FBtr0334123.1,CG44000
FBtr0334119.1,CG44000
FBtr0334122.1,CG44000
FBtr0334120.1,CG44000
FBtr0334125.1,CG44001
FBtr0334124.1,CG44001
FBtr0334127.1,CG44001
FBtr0334128.1,CG44001
FBtr0334126.1,CG44001
FBtr0100049.1,CG33995
FBtr0100048.1,CG33995
FBtr0100050.1,CG33995
FBtr0345751.1,CG9121
FBtr0301206.1,CG9121
FBtr0333538.1,CG9121
FBtr0079032.1,CG9121
FBtr0079031.1,eIF-3p40
FBtr0079030.1,eIF-3p40
FBtr0079009.1,CG14040
FBtr0079029.1,CG14036
FBtr0079010.1,His3.3A
FBtr0333536.1,His3.3A
FBtr0333537.1,His3.3A
FBtr0079028.1,CG31918
FBtr0079027.1,Rpn11
FBtr0345557.1,CR45291
FBtr0100260.1,qtc
FBtr0079012.1,qtc
FBtr0100259.1,qtc
FBtr0332212.1,qtc
FBtr0332215.1,qtc
FBtr0100263.1,qtc
FBtr0302569.1,qtc
FBtr0079013.1,qtc
FBtr0339792.1,qtc
FBtr0332214.1,qtc
FBtr0339791.1,qtc
FBtr0332213.1,qtc
FBtr0332216.1,CR43820
FBtr0304261.1,mir-2495
FBtr0304262.1,mir-2495
FBtr0304263.1,mir-2495
FBtr0345571.1,CR45305
FBtr0302570.1,RpL37A
FBtr0079017.1,RpL37A
FBtr0079016.1,RpL37A
FBtr0111024.1,pgant5
FBtr0079026.1,pgant5
FBtr0329981.1,CG5828
FBtr0079018.1,CG5828
FBtr0079019.1,CG4230
FBtr0329982.1,CG4230
FBtr0329983.1,CG4230
FBtr0345333.1,CG8680
FBtr0079025.1,CG8680
FBtr0345334.1,CG8680
FBtr0332404.1,Msp300
FBtr0303389.1,Msp300
FBtr0332403.1,Msp300
FBtr0303388.1,Msp300
FBtr0303385.1,Msp300
FBtr0332405.1,Msp300
FBtr0303383.1,Msp300
FBtr0303386.1,Msp300
FBtr0303384.1,Msp300
FBtr0332406.1,Msp300
FBtr0303387.1,Msp300
FBtr0113537.1,snoRNA:Psi28S-2263
FBtr0091790.1,snmRNA:765
FBtr0091919.1,snmRNA:128
FBtr0113538.1,snoRNA:Psi18S-525k
FBtr0091750.1,snmRNA:158
FBtr0079061.1,Cyp28d2
FBtr0079062.1,Cyp28d1
FBtr0079092.1,CG7742
FBtr0346461.1,CG7742
FBtr0342941.1,CG7742
FBtr0342940.1,CG7742
FBtr0346459.1,CG14034
FBtr0110802.1,CG14034
FBtr0342931.1,TpnC25D
FBtr0346458.1,TpnC25D
FBtr0079063.1,TpnC25D
FBtr0079086.1,tkv
FBtr0079087.1,tkv
FBtr0079089.1,tkv
FBtr0079088.1,tkv
FBtr0079064.1,tRNA:CR31971
FBtr0079090.1,tRNA:CR31914
FBtr0303308.1,CR14033
FBtr0342933.1,CR44744
FBtr0342932.1,CR44744
FBtr0079066.1,Cyp4ac1
FBtr0300456.1,Cyp4ac2
FBtr0079068.1,Cyp4ac3
FBtr0310625.1,Bsg25D
FBtr0302568.1,Bsg25D
FBtr0310624.1,Bsg25D
FBtr0079085.1,Bsg25D
FBtr0079084.1,Bsg25D
FBtr0302567.1,Bsg25D
FBtr0342939.1,Bsg25D
FBtr0346455.1,Bub1
FBtr0079069.1,Bub1
FBtr0342934.1,Bub1
FBtr0342937.1,CR44743
FBtr0342938.1,CR44743
FBtr0342935.1,CR44742
FBtr0342936.1,vri
FBtr0079070.1,vri
FBtr0079071.1,vri
FBtr0300020.1,vri
FBtr0346579.1,vri
FBtr0346580.1,CR45730
FBtr0329970.1,CG14024
FBtr0079082.1,CG14024
FBtr0307041.1,Ncoa6
FBtr0329969.1,Ncoa6
FBtr0307040.1,Ncoa6
FBtr0344050.1,CR44985
FBtr0307035.1,cype
FBtr0079072.1,cype
FBtr0307034.1,cype
FBtr0343227.1,CG14022
FBtr0079080.1,CG14022
FBtr0079073.1,TotM
FBtr0307036.1,TotM
FBtr0079078.1,fusl
FBtr0307039.1,fusl
FBtr0307037.1,fusl
FBtr0343226.1,fusl
FBtr0079079.1,fusl
FBtr0307038.1,fusl
FBtr0079077.1,CG12512
FBtr0304843.1,nompC
FBtr0343224.1,nompC
FBtr0079074.1,nompC
FBtr0300012.1,nompC
FBtr0342944.1,CR42850
FBtr0342943.1,CR42850
FBtr0342942.1,CR44745
FBtr0079076.1,H15
FBtr0343225.1,H15
FBtr0329835.1,CR43713
FBtr0329836.1,CR43714
FBtr0343259.1,CR43715
FBtr0308924.1,CR31647
FBtr0114309.1,snoRNA:Me28S-A2486
FBtr0079093.1,mid
FBtr0310358.1,mid
FBtr0345552.1,CR45287
FBtr0329966.1,CG14020
FBtr0079094.1,CG14020
FBtr0079130.1,CG7382
FBtr0329967.1,cl
FBtr0329968.1,cl
FBtr0079095.1,cl
FBtr0079129.1,CG7371
FBtr0079096.1,CG6907
FBtr0343257.1,CG6907
FBtr0343258.1,CR44793
FBtr0301318.1,Cap-D3
FBtr0079097.1,Cap-D3
FBtr0079098.1,CG31648
FBtr0079099.1,CG31915
FBtr0079128.1,CG7277
FBtr0079127.1,tomb
FBtr0079126.1,CG14015
FBtr0079123.1,Hel25E
FBtr0079125.1,Hel25E
FBtr0331676.1,Hel25E
FBtr0079124.1,Hel25E
FBtr0346460.1,Lam
FBtr0079100.1,Lam
FBtr0307059.1,Lam
FBtr0307058.1,Lam
FBtr0307060.1,Oscillin
FBtr0331675.1,Oscillin
FBtr0307062.1,Oscillin
FBtr0079101.1,Oscillin
FBtr0307063.1,Oscillin
FBtr0307061.1,Oscillin
FBtr0079102.1,Oscillin
FBtr0307064.1,Oscillin
FBtr0114511.1,CG14014
FBtr0079103.1,CG18269
FBtr0079121.1,CG14013
FBtr0079104.1,CG14017
FBtr0079106.1,GluRIIA
FBtr0089577.1,GluRIIB
FBtr0343247.1,CR44794
FBtr0079108.1,snRNA:U4:25F
FBtr0079120.1,CG14011
FBtr0079118.1,CG14011
FBtr0079119.1,CG14011
FBtr0345749.1,CG7251
FBtr0079117.1,CG7251
FBtr0079109.1,CG18266
FBtr0302933.1,CG14010
FBtr0343246.1,CG14010
FBtr0343242.1,CR44795
FBtr0343245.1,CR44796
FBtr0343243.1,Cyp6a16
FBtr0343244.1,Cyp6a16
FBtr0079114.1,CG31646
FBtr0343396.1,CR44822
FBtr0304351.1,mir-959
FBtr0304352.1,mir-959
FBtr0304489.1,mir-960
FBtr0304490.1,mir-960
FBtr0304317.1,mir-961
FBtr0304318.1,mir-961
FBtr0304232.1,mir-962
FBtr0304233.1,mir-962
FBtr0304514.1,mir-963
FBtr0304515.1,mir-963
FBtr0304325.1,mir-964
FBtr0304326.1,mir-964
FBtr0343395.1,CR44821
FBtr0079111.1,Hsp60C
FBtr0079110.1,Hsp60C
FBtr0079112.1,Hsp60C
FBtr0343385.1,CG12511
FBtr0302949.1,CG12511
FBtr0305128.1,CG12511
FBtr0343386.1,CR44819
FBtr0343393.1,CR44820
FBtr0343394.1,CR44820
FBtr0343389.1,CG7236
FBtr0343387.1,CG7236
FBtr0343388.1,CG7236
FBtr0302950.1,CG7236
FBtr0343392.1,CG14007
FBtr0343390.1,CR44818
FBtr0343391.1,CG34011
FBtr0332556.1,CG11149
FBtr0300695.1,CG11149
FBtr0079169.1,CG11149
FBtr0079168.1,CG11149
FBtr0300696.1,CG11149
FBtr0079134.1,sip1
FBtr0345545.1,sip1
FBtr0332554.1,CG11030
FBtr0079135.1,CG11030
FBtr0332555.1,CG14006
FBtr0079167.1,CG14006
FBtr0079166.1,CG11147
FBtr0079165.1,CG11147
FBtr0079136.1,CG11029
FBtr0079164.1,obst-E
FBtr0079163.1,obst-E
FBtr0301235.1,CG9171
FBtr0332038.1,CG9171
FBtr0332039.1,CG9171
FBtr0301234.1,CG9171
FBtr0301236.1,CG9171
FBtr0340166.1,CR31912
FBtr0332036.1,CR31912
FBtr0079138.1,CG31913
FBtr0079160.1,CG14005
FBtr0332037.1,CG14005
FBtr0079139.1,CG7239
FBtr0342609.1,CG11034
FBtr0306841.1,CG11034
FBtr0344769.1,CG11034
FBtr0342610.1,CR44575
FBtr0342611.1,CR44576
FBtr0306842.1,CG43307
FBtr0342622.1,CG31644
FBtr0342621.1,CG31644
FBtr0079159.1,CG31644
FBtr0342612.1,TrissinR
FBtr0330222.1,TrissinR
FBtr0330221.1,TrissinR
FBtr0112619.1,TrissinR
FBtr0342620.1,rau
FBtr0079158.1,rau
FBtr0342613.1,CG44574
FBtr0300305.1,Sfp26Ac
FBtr0344575.1,CG43185
FBtr0344574.1,CG43185
FBtr0079143.1,CG9029
FBtr0342615.1,CG9029
FBtr0345757.1,CR44577
FBtr0342619.1,CR44577
FBtr0342616.1,CR44578
FBtr0079157.1,Acp26Ab
FBtr0079156.1,Acp26Ab
FBtr0342618.1,Acp26Ab
FBtr0079155.1,Acp26Aa
FBtr0342617.1,CR44579
FBtr0345750.1,CG9021
FBtr0079154.1,CG9021
FBtr0332032.1,CR43808
FBtr0332031.1,CR43808
FBtr0079144.1,bchs
FBtr0079153.1,CG14000
FBtr0079151.1,CG9016
FBtr0079152.1,CG9016
FBtr0333246.1,CR43926
FBtr0079145.1,dsf
FBtr0333245.1,dsf
FBtr0345553.1,CR45288
FBtr0345555.1,CR45289
FBtr0345554.1,CR45289
FBtr0333233.1,Sfp26Ad
FBtr0301935.1,Sfp26Ad
FBtr0333229.1,Gpdh
FBtr0333228.1,Gpdh
FBtr0333230.1,Gpdh
FBtr0079146.1,Gpdh
FBtr0079148.1,Gpdh
FBtr0079147.1,Gpdh
FBtr0344051.1,CR44986
FBtr0333231.1,CG9044
FBtr0273412.1,CG9044
FBtr0079150.1,CG13999
FBtr0079241.1,CG13998
FBtr0345439.1,Vm26Ab
FBtr0079171.1,Vm26Ab
FBtr0079240.1,Vm26Ac
FBtr0333232.1,Vm26Aa
FBtr0079239.1,Vm26Aa
FBtr0079238.1,psd
FBtr0333227.1,psd
FBtr0303267.1,CG13992
FBtr0079237.1,CG13992
FBtr0309288.1,CG13992
FBtr0079172.1,Ucp4C
FBtr0079174.1,Ucp4B
FBtr0309286.1,Ucp4B
FBtr0079173.1,Ucp4B
FBtr0309287.1,CR43465
FBtr0079236.1,chic
FBtr0079235.1,chic
FBtr0079234.1,chic
FBtr0309213.1,chic
FBtr0079233.1,chic
FBtr0309212.1,chic
FBtr0079176.1,eIF-4a
FBtr0307068.1,eIF-4a
FBtr0079175.1,eIF-4a
FBtr0079178.1,eIF-4a
FBtr0079177.1,eIF-4a
FBtr0331201.1,eIF-4a
FBtr0079179.1,ifc
FBtr0332599.1,ifc
FBtr0345336.1,lid
FBtr0307071.1,lid
FBtr0307069.1,lid
FBtr0079232.1,lid
FBtr0079231.1,lid
FBtr0307070.1,lid
FBtr0307300.1,Tsp26A
FBtr0332600.1,Tsp26A
FBtr0113024.1,Tsp26A
FBtr0332603.1,Gal
FBtr0079230.1,Gal
FBtr0332601.1,CR43866
FBtr0079228.1,CG9098
FBtr0332602.1,CG9098
FBtr0079229.1,CG9098
FBtr0079227.1,H2.0
FBtr0079181.1,CG13996
FBtr0079225.1,CG9107
FBtr0079226.1,CG9107
FBtr0079224.1,CG9109
FBtr0343131.1,CG9109
FBtr0345290.1,mtm
FBtr0079223.1,mtm
FBtr0079222.1,CG9117
FBtr0079182.1,CG31643
FBtr0343119.1,CG31643
FBtr0079221.1,ade2
FBtr0079220.1,ade2
FBtr0079219.1,ade2
FBtr0304481.1,mir-966
FBtr0304482.1,mir-966
FBtr0343130.1,slmo
FBtr0112945.1,slmo
FBtr0299810.1,slmo
FBtr0079218.1,slmo
FBtr0079217.1,slmo
FBtr0299809.1,CG34179
FBtr0344625.1,CG34179
FBtr0112372.1,CG34179
FBtr0079183.1,CG12393
FBtr0079184.1,CG12393
FBtr0343120.1,CG12393
FBtr0346135.1,CG9135
FBtr0079186.1,CG9135
FBtr0343121.1,CG9135
FBtr0079185.1,CG9135
FBtr0079187.1,CG13995
FBtr0300048.1,CG34180
FBtr0079216.1,CG9140
FBtr0343129.1,CG9140
FBtr0343122.1,CG13994
FBtr0079188.1,CG13994
FBtr0079215.1,Fbw5
FBtr0343124.1,CG9147
FBtr0343123.1,CG9147
FBtr0079189.1,CG9147
FBtr0079190.1,CG9147
FBtr0302213.1,CG9150
FBtr0079191.1,CG13993
FBtr0343125.1,CG13993
FBtr0079213.1,CG9154
FBtr0343128.1,CG9154
FBtr0079192.1,Kr-h2
FBtr0343126.1,Kr-h2
FBtr0302212.1,Kr-h2
FBtr0332010.1,CR43801
FBtr0308942.1,CR9162
FBtr0343127.1,CR44773
FBtr0344437.1,Kr-h1
FBtr0344438.1,Kr-h1
FBtr0344439.1,CG45075
FBtr0079212.1,CG9175
FBtr0079211.1,CG9175
FBtr0333406.1,stai
FBtr0079196.1,stai
FBtr0079198.1,stai
FBtr0079197.1,stai
FBtr0304908.1,stai
FBtr0079199.1,CG31642
FBtr0079200.1,Arpc4
FBtr0346267.1,WDR79
FBtr0333407.1,WDR79
FBtr0303078.1,CG42730
FBtr0303079.1,tectonic
FBtr0079201.1,CG9222
FBtr0346500.1,CR45719
FBtr0343398.1,CR44824
FBtr0079202.1,CG13991
FBtr0079203.1,Muc26B
FBtr0079208.1,CG31639
FBtr0079207.1,CG31639
FBtr0079204.1,CG13989
FBtr0112617.1,CG34380
FBtr0329979.1,CG34380
FBtr0329980.1,CG34380
FBtr0079242.1,Ugt37b1
FBtr0343397.1,CR44823
FBtr0344770.1,Ddr
FBtr0340169.1,Ddr
FBtr0344771.1,Ddr
FBtr0340167.1,AANATL2
FBtr0079243.1,AANATL2
FBtr0079285.1,CG13983
FBtr0333241.1,CR42735
FBtr0333243.1,CG43922
FBtr0079247.1,CG13984
FBtr0300039.1,PDZ-GEF
FBtr0333242.1,PDZ-GEF
FBtr0300038.1,PDZ-GEF
FBtr0079249.1,PDZ-GEF
FBtr0079284.1,Pez
FBtr0331226.1,Pez
FBtr0079250.1,Cpr
FBtr0331224.1,Cpr
FBtr0331223.1,Cpr
FBtr0079251.1,Cpr
FBtr0331225.1,CG9497
FBtr0079283.1,CG9497
FBtr0079282.1,CG9498
FBtr0079281.1,ppk7
FBtr0346719.1,ppk14
FBtr0079280.1,CG9500
FBtr0343154.1,CR44777
FBtr0343153.1,CR44777
FBtr0343150.1,CR44778
FBtr0079253.1,CG9505
FBtr0290281.1,slam
FBtr0344864.1,slam
FBtr0299967.1,CG42368
FBtr0079255.1,CG9507
FBtr0299969.1,CG42370
FBtr0299968.1,CG42369
FBtr0343151.1,CG13982
FBtr0079256.1,CG13982
FBtr0343152.1,Tig
FBtr0079275.1,Tig
FBtr0079257.1,Fic
FBtr0345720.1,CG9527
FBtr0329952.1,CG9527
FBtr0114603.1,CG9527
FBtr0089948.1,CG9527
FBtr0339788.1,retm
FBtr0329951.1,retm
FBtr0079272.1,retm
FBtr0079259.1,frj
FBtr0079258.1,frj
FBtr0079271.1,CG16947
FBtr0331186.1,CG16947
FBtr0079270.1,CG9531
FBtr0331185.1,CG9531
FBtr0079269.1,mmy
FBtr0339787.1,mmy
FBtr0079268.1,mmy
FBtr0303229.1,CG9536
FBtr0079267.1,CG9536
FBtr0345753.1,Sec61alpha
FBtr0079266.1,Sec61alpha
FBtr0345975.1,CR45463
FBtr0344764.1,DLP
FBtr0079260.1,DLP
FBtr0339785.1,KFase
FBtr0079265.1,KFase
FBtr0079261.1,epsilonCOP
FBtr0079264.1,CG9548
FBtr0079262.1,CG31638
FBtr0113411.1,CG31638
FBtr0079263.1,CG9547
FBtr0079286.1,CG9550
FBtr0079287.1,CG31637
FBtr0343155.1,CG31637
FBtr0343164.1,CR44775
FBtr0079335.1,eya
FBtr0306113.1,eya
FBtr0079334.1,eya
FBtr0343156.1,CR44776
FBtr0079333.1,Osm6
FBtr0079288.1,CoVb
FBtr0343157.1,CoVb
FBtr0343162.1,CG9596
FBtr0079332.1,CG9596
FBtr0343163.1,CG9596
FBtr0079289.1,CG11043
FBtr0343158.1,Ent2
FBtr0079290.1,Ent2
FBtr0343161.1,CG13766
FBtr0079330.1,CG13766
FBtr0343160.1,CG11319
FBtr0089641.1,CG11319
FBtr0343159.1,CG11319
FBtr0079291.1,CG11050
FBtr0079292.1,CG11050
FBtr0079293.1,CG11050
FBtr0113026.1,CG11320
FBtr0343863.1,CR44913
FBtr0112553.1,CG34345
FBtr0079327.1,Oatp26F
FBtr0331187.1,CG31635
FBtr0331191.1,CG31635
FBtr0113410.1,CG31635
FBtr0331192.1,CG31635
FBtr0331190.1,CG31635
FBtr0331188.1,CG31635
FBtr0331189.1,CG31635
FBtr0079326.1,CG31635
FBtr0343864.1,Tango1
FBtr0079295.1,Tango1
FBtr0303224.1,Tango1
FBtr0079325.1,CG31633
FBtr0343865.1,CG31636
FBtr0079324.1,CG31636
FBtr0079297.1,CG11070
FBtr0079323.1,CG13771
FBtr0333517.1,CG13771
FBtr0346453.1,CG34310
FBtr0333516.1,CG34310
FBtr0112506.1,CG34310
FBtr0346452.1,cup
FBtr0290322.1,cup
FBtr0079322.1,Galt
FBtr0333352.1,Galt
FBtr0333351.1,Spn27A
FBtr0079321.1,Spn27A
FBtr0079320.1,cort
FBtr0333350.1,cort
FBtr0333349.1,Nse1
FBtr0079319.1,Nse1
FBtr0300327.1,Nhe3
FBtr0333348.1,Nhe3
FBtr0273247.1,Nhe3
FBtr0273250.1,Nhe3
FBtr0273248.1,Nhe3
FBtr0333347.1,Nhe3
FBtr0079315.1,CG11327
FBtr0114488.1,Tsp
FBtr0114489.1,Tsp
FBtr0079312.1,Tsp
FBtr0336751.1,Tsp
FBtr0079311.1,Tsp
FBtr0079314.1,Tsp
FBtr0079313.1,Tsp
FBtr0079310.1,AkhR
FBtr0079309.1,AkhR
FBtr0079308.1,AkhR
FBtr0332331.1,AkhR
FBtr0079299.1,Aatf
FBtr0329892.1,homer
FBtr0079307.1,homer
FBtr0333346.1,homer
FBtr0329893.1,homer
FBtr0332330.1,homer
FBtr0079306.1,homer
FBtr0329941.1,Liprin-alpha
FBtr0329942.1,Liprin-alpha
