name,value
FBtr0339801.1,CG12523
FBtr0344757.1,CR44347
FBtr0339803.1,CR44347
FBtr0303850.1,CG42831
FBtr0345406.1,CR45247
FBtr0345407.1,CR45246
FBtr0345044.1,CR45169
FBtr0076267.1,tna
FBtr0301658.1,tna
FBtr0076268.1,tna
FBtr0076274.1,CG6418
FBtr0333403.1,Blos4
FBtr0076269.1,Blos4
FBtr0346544.1,CG6409
FBtr0076273.1,CG6409
FBtr0076270.1,CG7949
FBtr0076272.1,CG6404
FBtr0076271.1,CG6404
FBtr0076191.1,Cpr67Fa1
FBtr0076192.1,Cpr67Fa2
FBtr0345048.1,CR45171
FBtr0076193.1,Cpr67Fb
FBtr0076252.1,Aps
FBtr0076250.1,Aps
FBtr0076251.1,Aps
FBtr0345409.1,CR45248
FBtr0345408.1,CR45248
FBtr0345410.1,CR45249
FBtr0076194.1,CG14147
FBtr0346564.1,CR45745
FBtr0345346.1,klu
FBtr0333361.1,klu
FBtr0076247.1,klu
FBtr0330080.1,klu
FBtr0114353.1,snoRNA:Me18S-G962
FBtr0076196.1,Fad2
FBtr0300188.1,CG32079
FBtr0076198.1,CG32081
FBtr0340697.1,CR44547
FBtr0310563.1,CG43693
FBtr0310565.1,CG43693
FBtr0310568.1,CG43693
FBtr0310569.1,CG43693
FBtr0310564.1,CG43693
FBtr0310566.1,CG43693
FBtr0310567.1,CG43693
FBtr0344817.1,CR45119
FBtr0076199.1,CG7888
FBtr0076200.1,CG7888
FBtr0076201.1,CG7888
FBtr0076242.1,CG6321
FBtr0076202.1,Blos2
FBtr0076241.1,CG32069
FBtr0076240.1,CG32075
FBtr0305898.1,CG32075
FBtr0344636.1,CG45101
FBtr0076203.1,SuUR
FBtr0076239.1,CG6310
FBtr0076205.1,Mocs1
FBtr0076204.1,Mocs1
FBtr0332708.1,l(3)01239
FBtr0076238.1,l(3)01239
FBtr0076207.1,CG7839
FBtr0076237.1,JIL-1
FBtr0332707.1,JIL-1
FBtr0076236.1,JIL-1
FBtr0076235.1,CG6279
FBtr0301365.1,CG6279
FBtr0347287.1,CG33947
FBtr0332706.1,CG6272
FBtr0076234.1,CG6272
FBtr0076208.1,APP-BP1
FBtr0331179.1,APP-BP1
FBtr0113161.1,Elo68beta
FBtr0076232.1,Elo68alpha
FBtr0076231.1,CG32071
FBtr0076230.1,CG32073
FBtr0345348.1,CG32073
FBtr0076209.1,CG12522
FBtr0100067.1,CG34012
FBtr0076210.1,CG7638
FBtr0076229.1,Sod
FBtr0333559.1,Sod
FBtr0301967.1,fd68A
FBtr0332653.1,fd68A
FBtr0300784.1,fd68A
FBtr0300786.1,fd68A
FBtr0332652.1,fd68A
FBtr0332654.1,fd68A
FBtr0300783.1,fd68A
FBtr0300785.1,fd68A
FBtr0076211.1,mRpL2
FBtr0076223.1,Ufd1-like
FBtr0301438.1,CG42575
FBtr0332705.1,CG42575
FBtr0076214.1,nol
FBtr0076222.1,CG32074
FBtr0302875.1,CG14143
FBtr0113422.1,CG32082
FBtr0076216.1,CG32082
FBtr0344833.1,CG32082
FBtr0334096.1,CG32082
FBtr0076221.1,CG6216
FBtr0334097.1,CR43989
FBtr0076217.1,Alg10
FBtr0076219.1,wls
FBtr0076218.1,wls
FBtr0076161.1,CG7616
FBtr0331829.1,CG7616
FBtr0300348.1,CG14142
FBtr0300349.1,CG14142
FBtr0300347.1,CG14142
FBtr0076189.1,GlcAT-P
FBtr0306254.1,GlcAT-P
FBtr0076190.1,GlcAT-P
FBtr0100422.1,GlcAT-P
FBtr0306255.1,GlcAT-P
FBtr0076187.1,Plod
FBtr0076188.1,Plod
FBtr0076163.1,CG7607
FBtr0076164.1,CG14141
FBtr0076186.1,Ube3a
FBtr0076165.1,CG7600
FBtr0302698.1,CG42671
FBtr0304933.1,CG42671
FBtr0302697.1,CG42671
FBtr0339906.1,CG42671
FBtr0345849.1,CG42671
FBtr0304934.1,CG42671
FBtr0302696.1,CG42671
FBtr0330283.1,CG42671
FBtr0339907.1,CG42671
FBtr0302700.1,CG42671
FBtr0302699.1,CG42671
FBtr0347256.1,CR46050
FBtr0345850.1,CR45405
FBtr0076185.1,Ir68a
FBtr0345037.1,Ir68a
FBtr0342868.1,CR44718
FBtr0342862.1,CR44719
FBtr0342867.1,CR44714
FBtr0342863.1,CR44713
FBtr0342866.1,CR44715
FBtr0342864.1,CR44717
FBtr0342865.1,CR44716
FBtr0339908.1,scyl
FBtr0076168.1,scyl
FBtr0342875.1,CR44720
FBtr0345848.1,CR45404
FBtr0076183.1,CG6175
FBtr0333389.1,CG6175
FBtr0333388.1,CG6175
FBtr0076171.1,CG7573
FBtr0339927.1,CR44361
FBtr0345692.1,CG6168
FBtr0076182.1,CG6168
FBtr0343037.1,CR44721
FBtr0343035.1,CR44722
FBtr0343036.1,CR44723
FBtr0345411.1,CR45250
FBtr0345412.1,CR45251
FBtr0076181.1,CG6163
FBtr0333387.1,CG6163
FBtr0344308.1,CR45036
FBtr0344645.1,CR42755
FBtr0076172.1,CG11726
FBtr0339928.1,CG44362
FBtr0339929.1,CR44363
FBtr0076173.1,CG7560
FBtr0300274.1,CG6149
FBtr0340698.1,CR44548
FBtr0340699.1,CR44549
FBtr0076174.1,CG7557
FBtr0076175.1,CG7557
FBtr0076178.1,CG12289
FBtr0076176.1,CG7551
FBtr0331828.1,CG6140
FBtr0076177.1,CG6140
FBtr0302359.1,Vha16-3
FBtr0076090.1,Vha16-3
FBtr0347255.1,CR46049
FBtr0076091.1,Vha16-2
FBtr0076093.1,chrb
FBtr0344910.1,chrb
FBtr0076094.1,CG33500
FBtr0076160.1,Sgs8
FBtr0076095.1,Sgs7
FBtr0076159.1,CG33272
FBtr0076096.1,Sgs3
FBtr0113163.1,CG7512
FBtr0346859.1,CG11714
FBtr0339510.1,CG11714
FBtr0076156.1,CG11714
FBtr0100588.1,Fuca
FBtr0346860.1,Fuca
FBtr0089332.1,Mob2
FBtr0089333.1,Mob2
FBtr0333217.1,Mob2
FBtr0089330.1,Mob2
FBtr0089331.1,Mob2
FBtr0309720.1,mir-4968
FBtr0309721.1,mir-4968
FBtr0333215.1,CG7394
FBtr0076098.1,CG7394
FBtr0305648.1,CG7394
FBtr0290024.1,CG7394
FBtr0305649.1,CG33267
FBtr0089526.1,CG33490
FBtr0333216.1,CG33489
FBtr0089525.1,CG33489
FBtr0076150.1,CG33271
FBtr0076149.1,CG33270
FBtr0308059.1,CG43390
FBtr0308058.1,CG43391
FBtr0308057.1,CG33269
FBtr0076148.1,CG33269
FBtr0305322.1,CG32086
FBtr0076147.1,CG32086
FBtr0076146.1,rt
FBtr0076100.1,CG7377
FBtr0076145.1,CG33268
FBtr0346404.1,CR45672
FBtr0345913.1,CR45442
FBtr0346403.1,CR45671
FBtr0345914.1,CR45443
FBtr0110884.1,CG7368
FBtr0307115.1,CG7368
FBtr0076144.1,CG14137
FBtr0273305.1,CG6091
FBtr0273306.1,CG6091
FBtr0273304.1,CG6091
FBtr0301145.1,CG6091
FBtr0303851.1,CG42832
FBtr0076140.1,Muc68Ca
FBtr0331547.1,CG6084
FBtr0076138.1,CG6084
FBtr0076139.1,CG6084
FBtr0331546.1,CG6084
FBtr0076137.1,CG6083
FBtr0076102.1,PCID2
FBtr0076103.1,CG18815
FBtr0331545.1,CG18815
FBtr0076104.1,CG18815
FBtr0331544.1,CG18815
FBtr0076105.1,CG18815
FBtr0309670.1,mir-3642
FBtr0309669.1,mir-3642
FBtr0309671.1,mir-3642
FBtr0076106.1,CG32091
FBtr0344953.1,CR45158
FBtr0076136.1,CG6071
FBtr0076135.1,RIOK1
FBtr0076134.1,RIOK1
FBtr0331530.1,CG7339
FBtr0076107.1,CG7339
FBtr0076133.1,CG32085
FBtr0304420.1,mir-274
FBtr0304421.1,mir-274
FBtr0346935.1,CR45881
FBtr0346936.1,CR45880
FBtr0346939.1,CR45883
FBtr0346937.1,CR45882
FBtr0346938.1,CR45884
FBtr0076108.1,TfIIEalpha
FBtr0344966.1,Sug
FBtr0300100.1,Sug
FBtr0273362.1,Sug
FBtr0346934.1,CR45885
FBtr0300097.1,Pallidin
FBtr0332762.1,CG14135
FBtr0290309.1,CG14135
FBtr0332763.1,CR43887
FBtr0332766.1,CG11652
FBtr0076130.1,CG11652
FBtr0076131.1,CG11652
FBtr0301326.1,CG6053
FBtr0332765.1,CG6053
FBtr0076126.1,CG11658
FBtr0076125.1,CG11658
FBtr0076124.1,CG11658
FBtr0076127.1,CG11658
FBtr0076128.1,CG11658
FBtr0302271.1,Ccdc56
FBtr0302272.1,mtTFB1
FBtr0076123.1,crim
FBtr0113334.1,CG14132
FBtr0076115.1,Bmcp
FBtr0076114.1,Bmcp
FBtr0332764.1,CG32088
FBtr0076117.1,CG32087
FBtr0332132.1,CG6024
FBtr0113164.1,CG6024
FBtr0076118.1,Gr68a
FBtr0076119.1,Muc68D
FBtr0304290.1,mir-314
FBtr0304291.1,mir-314
FBtr0304425.1,mir-956
FBtr0304426.1,mir-956
FBtr0076089.1,Tim13
FBtr0076087.1,Pi3K68D
FBtr0301816.1,Pi3K68D
FBtr0076088.1,Pi3K68D
FBtr0332055.1,Pi3K68D
FBtr0076086.1,Pi3K68D
FBtr0076028.1,CG14131
FBtr0332128.1,CG14131
FBtr0076085.1,CG5964
FBtr0076029.1,CG10907
FBtr0076030.1,Klp68D
FBtr0332129.1,Klp68D
FBtr0076084.1,CG10361
FBtr0076083.1,tRNA:CR32093
FBtr0332131.1,CG42255
FBtr0076031.1,CG14130
FBtr0076078.1,CG5946
FBtr0302136.1,CG5946
FBtr0076079.1,CG5946
FBtr0301135.1,CG5946
FBtr0110869.1,CG5946
FBtr0110868.1,CG5946
FBtr0343994.1,CG5946
FBtr0076080.1,CG11597
FBtr0110780.1,CG11597
FBtr0302137.1,CG11597
FBtr0076032.1,RpL10Ab
FBtr0345073.1,RpL10Ab
FBtr0113610.1,snoRNA:Psi18S-920
FBtr0076077.1,CG32095
FBtr0304650.1,CycA
FBtr0076075.1,CycA
FBtr0076035.1,CG7264
FBtr0332130.1,CG7264
FBtr0345119.1,CG43064
FBtr0304649.1,CG43064
FBtr0076074.1,CG12521
FBtr0343552.1,CG44837
FBtr0345349.1,CG44837
FBtr0343554.1,CG44837
FBtr0343553.1,CG44837
FBtr0076071.1,CG5906
FBtr0332127.1,CG14128
FBtr0300724.1,CG14128
FBtr0300722.1,CG14128
FBtr0300721.1,CG14128
FBtr0076037.1,CCDC151
FBtr0302207.1,CG5897
FBtr0309979.1,CR43624
FBtr0076038.1,CG11588
FBtr0332069.1,CG11588
FBtr0076069.1,CG5718
FBtr0332070.1,byn
FBtr0332071.1,byn
FBtr0346545.1,Rpt4R
FBtr0076040.1,Rpt4R
FBtr0076067.1,CG5883
FBtr0304307.1,mir-285
FBtr0304308.1,mir-285
FBtr0076041.1,CG7252
FBtr0076042.1,CG17826
FBtr0076066.1,obst-G
FBtr0076043.1,CG7248
FBtr0076065.1,CG11570
FBtr0306793.1,CG11570
FBtr0306823.1,CG43294
FBtr0306824.1,CG43294
FBtr0076064.1,prc
FBtr0076063.1,Muc68E
FBtr0300506.1,CG42397
FBtr0076044.1,CG14125
FBtr0310535.1,CG14125
FBtr0332817.1,CG43896
FBtr0345688.1,CG43896
FBtr0332816.1,CG43896
FBtr0330171.1,CG6938
FBtr0290131.1,CG6938
FBtr0076048.1,CG6931
FBtr0076062.1,viaf
FBtr0076061.1,Grip163
FBtr0076060.1,Pop2
FBtr0076059.1,Pop2
FBtr0076058.1,Pop2
FBtr0344758.1,Pop2
FBtr0300272.1,Pop2
FBtr0076049.1,CG6928
FBtr0332710.1,CG6928
FBtr0332709.1,CG6928
FBtr0076050.1,CG6928
FBtr0334110.1,rols
FBtr0310010.1,rols
FBtr0310009.1,rols
FBtr0076053.1,rols
FBtr0334109.1,rols
FBtr0076056.1,rols
FBtr0076054.1,rols
FBtr0076057.1,rols
FBtr0076055.1,rols
FBtr0334107.1,CR43994
FBtr0334108.1,CG43993
FBtr0076051.1,CG6793
FBtr0310008.1,CG43638
FBtr0076052.1,Sema-5c
FBtr0300339.1,Sema-5c
FBtr0075990.1,CG17154
FBtr0075991.1,l(3)j2D3
FBtr0075992.1,ssp
FBtr0075993.1,CG11560
FBtr0305992.1,yps
FBtr0076027.1,yps
FBtr0076026.1,Ir68b
FBtr0112435.1,CG34241
FBtr0347179.1,CR11538
FBtr0345352.1,Lsp2
FBtr0089324.1,Lsp2
FBtr0075995.1,CG11534
FBtr0346927.1,CR45892
FBtr0076024.1,CG5645
FBtr0300011.1,Atg12
FBtr0076023.1,l(3)neo18
FBtr0334094.1,l(3)neo18
FBtr0334091.1,RhoGAP68F
FBtr0075997.1,RhoGAP68F
FBtr0334093.1,RhoGAP68F
FBtr0334092.1,RhoGAP68F
FBtr0076022.1,CG5642
FBtr0075998.1,Nrx-IV
FBtr0075999.1,Nrx-IV
FBtr0076000.1,eap
FBtr0273438.1,CG9760
FBtr0330196.1,CG9760
FBtr0076020.1,Rh7
FBtr0333381.1,CAH2
FBtr0076001.1,CAH2
FBtr0333382.1,CG6910
FBtr0290130.1,CG6910
FBtr0076003.1,Est-6
FBtr0333383.1,Est-6
FBtr0346911.1,thoc6
FBtr0076019.1,thoc6
FBtr0333384.1,thoc6
FBtr0076004.1,Est-P
FBtr0346565.1,CR45746
FBtr0076005.1,CG11529
FBtr0076018.1,Adk1
FBtr0076017.1,Adk1
FBtr0076016.1,CG5626
FBtr0339925.1,app
FBtr0304661.1,app
FBtr0301057.1,app
FBtr0301056.1,app
FBtr0334102.1,app
FBtr0334103.1,app
FBtr0301054.1,app
FBtr0301055.1,app
FBtr0301053.1,app
FBtr0301052.1,app
FBtr0344637.1,CR43991
FBtr0076006.1,CG32100
FBtr0333357.1,Pbgs
FBtr0076011.1,Pbgs
FBtr0076010.1,CG4300
FBtr0346392.1,CG4300
FBtr0076009.1,CG4300
FBtr0346393.1,CG4300
FBtr0076007.1,CG10426
FBtr0333356.1,CG10426
FBtr0346386.1,CR45658
FBtr0301071.1,CG4328
FBtr0340700.1,CR44550
FBtr0340701.1,CR44551
FBtr0339812.1,CG44355
FBtr0075953.1,CG32105
FBtr0333837.1,CG32105
FBtr0075954.1,CG10418
FBtr0345915.1,CR45444
FBtr0075989.1,CrzR
FBtr0330069.1,CrzR
FBtr0333842.1,Ncc69
FBtr0333838.1,Ncc69
FBtr0075987.1,Ncc69
FBtr0333841.1,Ncc69
FBtr0333840.1,Ncc69
FBtr0333839.1,Ncc69
FBtr0346846.1,CR45824
FBtr0075986.1,CG32104
FBtr0075955.1,Obp69a
FBtr0075985.1,Smyd4
FBtr0332090.1,CG32103
FBtr0075983.1,CG32103
FBtr0075982.1,CG32103
FBtr0332089.1,CG32103
FBtr0332088.1,ArfGAP1
FBtr0075981.1,ArfGAP1
FBtr0332087.1,toe
FBtr0075980.1,toe
FBtr0339921.1,eyg
FBtr0100170.1,eyg
FBtr0075979.1,eyg
FBtr0075978.1,CG32102
FBtr0308896.1,CG10616
FBtr0346569.1,CG10616
FBtr0075956.1,CG10616
FBtr0346570.1,CG10663
FBtr0113167.1,CG10663
FBtr0346651.1,CG33725
FBtr0091723.1,CG33725
FBtr0075976.1,CG10660
FBtr0332645.1,CG10660
FBtr0332647.1,CG10660
FBtr0332646.1,CG10660
FBtr0346431.1,CR45681
FBtr0075975.1,CG10657
FBtr0346432.1,CR45682
FBtr0345350.1,CG10638
FBtr0089321.1,CG10638
FBtr0089322.1,CG10638
FBtr0332780.1,CR43868
FBtr0332781.1,CR43868
FBtr0075957.1,CG10681
FBtr0332634.1,CG10681
FBtr0075972.1,CG10646
FBtr0075958.1,vih
FBtr0332644.1,CG10654
FBtr0075971.1,CG10654
FBtr0332643.1,sti
FBtr0075970.1,sti
FBtr0345043.1,CR45168
FBtr0332637.1,tral
FBtr0075959.1,tral
FBtr0332635.1,tral
FBtr0332641.1,tral
FBtr0332639.1,tral
FBtr0332638.1,tral
FBtr0332636.1,tral
FBtr0332640.1,tral
FBtr0332642.1,tral
FBtr0075969.1,Gcn5
FBtr0075960.1,ver
FBtr0331792.1,ver
FBtr0075968.1,eIF-2beta
FBtr0075967.1,nst
FBtr0075966.1,Tsf2
FBtr0300028.1,CG34242
FBtr0112436.1,CG34242
FBtr0075961.1,CG10688
FBtr0075965.1,CG4069
FBtr0300889.1,sowah
FBtr0300887.1,sowah
FBtr0300888.1,sowah
FBtr0332042.1,sowah
FBtr0309823.1,CR43612
FBtr0309822.1,CR43612
FBtr0300551.1,ara
FBtr0075908.1,ara
FBtr0075909.1,caup
FBtr0344478.1,CR32111
FBtr0344477.1,CR32111
FBtr0309061.1,CR43431
FBtr0340703.1,CR44553
FBtr0340702.1,CR44552
FBtr0330077.1,mirr
FBtr0075911.1,mirr
FBtr0075912.1,mirr
FBtr0075952.1,SmD1
FBtr0075913.1,Ptp69D
FBtr0075914.1,Ptp69D
FBtr0331553.1,CG32112
FBtr0075915.1,CG32112
FBtr0301047.1,CG32112
FBtr0075917.1,CG32112
FBtr0075918.1,CG32109
FBtr0075951.1,Klc
FBtr0331556.1,Klc
FBtr0331555.1,Klc
FBtr0075919.1,CG10984
FBtr0331554.1,CG10984
FBtr0075920.1,CG10984
FBtr0075921.1,CG10984
FBtr0100354.1,CG10973
FBtr0273390.1,CG32113
FBtr0075948.1,Hip1
FBtr0075949.1,Hip1
FBtr0307887.1,CG32106
FBtr0307888.1,CG32106
FBtr0075946.1,CG10969
FBtr0075923.1,CG17666
FBtr0075924.1,CG17666
FBtr0075945.1,Atg1
FBtr0300561.1,Atg1
FBtr0302980.1,CG42709
FBtr0344221.1,CG42709
FBtr0302982.1,CG42709
FBtr0302981.1,CG42709
FBtr0332044.1,Sap130
FBtr0075929.1,Sap130
FBtr0075927.1,Sap130
FBtr0332043.1,Sap130
FBtr0075928.1,Sap130
FBtr0114506.1,Sap130
FBtr0075931.1,CG32110
FBtr0075944.1,CG10754
FBtr0301717.1,CG42588
FBtr0304053.1,CG42588
FBtr0075942.1,CG10960
FBtr0075943.1,CG10960
FBtr0075941.1,CG10960
FBtr0075938.1,CG10948
FBtr0273237.1,CG10948
FBtr0075939.1,CG10948
FBtr0332045.1,Wbp2
FBtr0332047.1,Wbp2
FBtr0332048.1,Wbp2
FBtr0332046.1,Wbp2
FBtr0273240.1,Wbp2
FBtr0273241.1,Wbp2
FBtr0332049.1,Ent3
FBtr0075935.1,Ent3
FBtr0345343.1,Ent3
FBtr0345344.1,CG32107
FBtr0345345.1,CG32107
FBtr0075936.1,CG10943
FBtr0075868.1,CG14120
FBtr0346567.1,CR45748
FBtr0332802.1,CG43894
FBtr0332803.1,CG43894
FBtr0332804.1,CG43894
FBtr0332805.1,CG43894
FBtr0075870.1,CG14118
FBtr0113169.1,CG12520
FBtr0343628.1,CG12520
FBtr0075905.1,CG32117
FBtr0075904.1,CG32115
FBtr0075903.1,CG10752
FBtr0075901.1,Or69a
FBtr0075902.1,Or69a
FBtr0075900.1,CG10748
FBtr0075871.1,CG10749
FBtr0075872.1,CG11262
FBtr0300699.1,CG11263
FBtr0075873.1,CG11263
FBtr0306091.1,CG14117
FBtr0332074.1,CG14117
FBtr0075899.1,CG11261
FBtr0075898.1,MICAL-like
FBtr0075875.1,CG11267
FBtr0075897.1,mRpL20
FBtr0075876.1,ste14
FBtr0332075.1,ste14
FBtr0345916.1,CR45445
FBtr0346531.1,AdenoK
FBtr0075895.1,AdenoK
FBtr0075896.1,AdenoK
FBtr0075878.1,RpS12
FBtr0114354.1,snoRNA:Me28S-A774b
FBtr0114355.1,snoRNA:Me28S-A774a
FBtr0075894.1,Zmynd10
FBtr0345049.1,CR45172
FBtr0110982.1,CG17672
FBtr0344952.1,CR45157
FBtr0075883.1,SRm160
FBtr0075884.1,RpS4
FBtr0346390.1,RpS4
FBtr0075885.1,RpS4
FBtr0113611.1,snoRNA:Psi28S-3327a
FBtr0113612.1,snoRNA:Psi28S-3327b
FBtr0091754.1,snoRNA:Psi28S-3327c
FBtr0075886.1,Syx13
FBtr0332076.1,Syx13
FBtr0332077.1,CG11279
FBtr0345366.1,CG11279
FBtr0075887.1,CG11279
FBtr0075893.1,CG14115
FBtr0112729.1,CG34428
FBtr0112730.1,CG34429
FBtr0310106.1,CR43652
FBtr0075892.1,CG17300
FBtr0346568.1,CR45749
FBtr0075891.1,CG11251
FBtr0340704.1,CR44554
FBtr0330075.1,trn
FBtr0075890.1,trn
FBtr0302393.1,CG33262
FBtr0334063.1,snky
FBtr0344626.1,CR45096
FBtr0075828.1,tRNA:CR32129
FBtr0075829.1,tRNA:CR32128
FBtr0075830.1,tRNA:CR32126
FBtr0075831.1,tRNA:CR32127
FBtr0344628.1,CR45097
FBtr0344583.1,CR43914
FBtr0344627.1,CR45098
FBtr0346864.1,caps
FBtr0075832.1,caps
FBtr0305480.1,caps
FBtr0075833.1,caps
FBtr0075867.1,CG32119
FBtr0075834.1,tRNA:D2:69F
FBtr0075835.1,tRNA:CR32123:Psi
FBtr0344572.1,CR43146
FBtr0344571.1,CR43146
FBtr0333132.1,CR43913
FBtr0333131.1,CR43913
FBtr0346599.1,CR45752
FBtr0346598.1,CR45753
FBtr0346597.1,CR43912
FBtr0333130.1,CR43912
FBtr0339295.1,Sfp70A4
FBtr0300316.1,Sfp70A4
FBtr0345413.1,CR45253
FBtr0345415.1,CR45255
FBtr0345414.1,CR45254
FBtr0333129.1,CG42481
FBtr0300315.1,CG42481
FBtr0305487.1,CG43147
FBtr0344808.1,CG43147
FBtr0075836.1,SP
FBtr0333128.1,CR43911
FBtr0340712.1,CR44557
FBtr0340711.1,CR44555
FBtr0340713.1,CR44558
FBtr0075837.1,CG14113
FBtr0340714.1,CR44559
FBtr0075838.1,CG17687
FBtr0346389.1,Nplp2
FBtr0346863.1,Nplp2
FBtr0075839.1,Nplp2
FBtr0331787.1,CG14111
FBtr0075840.1,SNCF
FBtr0346933.1,CR45886
FBtr0075866.1,CG14107
FBtr0301405.1,ImpL1
FBtr0075842.1,ImpL1
FBtr0075843.1,ImpL1
FBtr0075844.1,CG14110
FBtr0075865.1,CG10171
FBtr0075864.1,CG10171
FBtr0321318.1,Poc1
FBtr0075863.1,Poc1
FBtr0075862.1,sens
FBtr0345341.1,CG10222
FBtr0075861.1,CG10222
FBtr0075845.1,flr
FBtr0075846.1,flr
FBtr0113424.1,CG32121
FBtr0075859.1,CG33263
FBtr0075858.1,CG14106
FBtr0075857.1,CG14105
FBtr0075855.1,CG10713
FBtr0075847.1,tRNA:V4:70BCb
FBtr0075856.1,tRNA:V4:70BCa
FBtr0075854.1,CG10154
FBtr0303093.1,CG10154
FBtr0089323.1,CG10725
FBtr0075853.1,CG10140
FBtr0331532.1,CG14109
FBtr0075850.1,CG14109
FBtr0331533.1,CG10732
FBtr0075851.1,CG10732
FBtr0331534.1,CG10732
FBtr0075852.1,CG10732
FBtr0075825.1,CG10133
FBtr0302487.1,CG10738
FBtr0304792.1,CG10738
FBtr0304791.1,CG10738
FBtr0302488.1,CG10738
FBtr0075824.1,CG10116
FBtr0331535.1,CG10089
FBtr0345364.1,CG10089
FBtr0075820.1,CG10089
FBtr0075822.1,CG10089
FBtr0075823.1,CG10089
FBtr0075821.1,CG10089
FBtr0075806.1,stv
FBtr0332078.1,stv
FBtr0113425.1,stv
FBtr0075807.1,stv
FBtr0332079.1,stv
FBtr0075808.1,stv
FBtr0075809.1,stv
FBtr0075819.1,Abp1
FBtr0075810.1,Tgi
FBtr0075811.1,Tgi
FBtr0304904.1,Spt20
FBtr0340705.1,Spt20
FBtr0075812.1,Spt20
FBtr0075818.1,Vps36
FBtr0075813.1,Liprin-beta
FBtr0075814.1,Liprin-beta
FBtr0330342.1,Liprin-beta
FBtr0075817.1,CG10710
FBtr0330351.1,bru-3
FBtr0330355.1,bru-3
FBtr0330353.1,bru-3
FBtr0330352.1,bru-3
FBtr0330345.1,bru-3
FBtr0330346.1,bru-3
FBtr0330356.1,bru-3
FBtr0330350.1,bru-3
FBtr0330344.1,bru-3
FBtr0330347.1,bru-3
FBtr0330354.1,bru-3
FBtr0330343.1,bru-3
FBtr0330357.1,bru-3
FBtr0330348.1,bru-3
FBtr0330349.1,bru-3
FBtr0346847.1,CR45825
FBtr0345055.1,CR45178
FBtr0344818.1,CR45120
FBtr0304349.1,mir-289
FBtr0304350.1,mir-289
FBtr0306058.1,CG43184
FBtr0306683.1,CG8757
FBtr0345696.1,CG8750
FBtr0075802.1,CG8750
FBtr0333019.1,Tsp68C
FBtr0075751.1,Tsp68C
FBtr0075753.1,Hml
FBtr0333020.1,Hml
FBtr0075801.1,CG8745
FBtr0330419.1,dysc
FBtr0330417.1,dysc
FBtr0330414.1,dysc
FBtr0333021.1,dysc
FBtr0330418.1,dysc
FBtr0330420.1,dysc
FBtr0330416.1,dysc
FBtr0075754.1,CG13737
FBtr0075755.1,CG13737
FBtr0075795.1,Rgl
FBtr0330186.1,Rgl
FBtr0075794.1,Rgl
FBtr0075796.1,Rgl
FBtr0075793.1,Rgl
FBtr0075792.1,CG8833
FBtr0075756.1,Gl
FBtr0075758.1,CG32137
FBtr0075757.1,CG32137
FBtr0333030.1,Meics
FBtr0075791.1,Meics
FBtr0075759.1,ssp2
FBtr0346645.1,ssp2
FBtr0345389.1,Nxf3
FBtr0333073.1,Nxf3
FBtr0075790.1,CG13738
FBtr0075763.1,Hsc70-1
FBtr0075761.1,Hsc70-1
FBtr0075762.1,Hsc70-1
FBtr0333027.1,CG17364
FBtr0333028.1,CG17364
FBtr0333029.1,CG17364
FBtr0333026.1,CG17364
FBtr0333024.1,CG17362
FBtr0075765.1,CG9040
FBtr0075766.1,26-29-p
FBtr0075767.1,CG17361
FBtr0075787.1,CG17359
FBtr0075786.1,CG8783
FBtr0333025.1,CG8783
FBtr0075785.1,CG8783
FBtr0333050.1,upSET
FBtr0075768.1,upSET
FBtr0075784.1,ptip
FBtr0333052.1,endos
FBtr0075783.1,endos
FBtr0333053.1,endos
FBtr0304674.1,endos
FBtr0304673.1,endos
FBtr0075782.1,endos
FBtr0075769.1,CG6650
FBtr0304672.1,CG6650
FBtr0343100.1,CG6650
FBtr0304128.1,pncr014:3L
FBtr0075770.1,CG6661
FBtr0304036.1,Hsc70Cb
FBtr0304035.1,Hsc70Cb
FBtr0304037.1,Hsc70Cb
FBtr0333051.1,Hsc70Cb
FBtr0075772.1,Hsc70Cb
FBtr0075771.1,Hsc70Cb
FBtr0304034.1,Hsc70Cb
FBtr0075773.1,Hsc70Cb
FBtr0075781.1,blue
FBtr0075774.1,CG6833
FBtr0302433.1,CG6833
FBtr0075780.1,CG13484
FBtr0347296.1,CR46067
FBtr0334053.1,CG32138
FBtr0075775.1,CG32138
FBtr0114573.1,CG32138
FBtr0075776.1,CG32138
FBtr0075777.1,Pex1
FBtr0075778.1,btl
FBtr0100676.1,btl
FBtr0334054.1,CG8100
FBtr0075779.1,CG8100
FBtr0075749.1,Fbp1
FBtr0075750.1,Fbp1
FBtr0339515.1,Fbp1
FBtr0330178.1,Sox21a
FBtr0075748.1,Sox21a
FBtr0330115.1,Sox21b
FBtr0075747.1,Sox21b
FBtr0330116.1,Sox21b
FBtr0346932.1,CR45887
FBtr0333035.1,D
FBtr0075746.1,D
FBtr0333034.1,D
FBtr0333036.1,D
FBtr0321258.1,nan
FBtr0089524.1,nan
FBtr0306620.1,nuf
FBtr0306619.1,nuf
FBtr0306624.1,nuf
FBtr0100040.1,nuf
FBtr0100039.1,nuf
FBtr0100042.1,nuf
FBtr0307191.1,nuf
FBtr0100043.1,nuf
FBtr0306622.1,nuf
FBtr0306623.1,nuf
FBtr0100044.1,nuf
FBtr0100041.1,nuf
FBtr0075735.1,CG32141
FBtr0075737.1,CG7768
